time,error,es(x),es(y),gt(x),gt(y)
1499362279,0.60208,5.25,8.5,5.7,8.9
1499362280,0.60208,5.25,8.5,5.7,8.9
1499362281,0.60208,5.25,8.5,5.7,8.9
1499362282,0.60208,5.25,8.5,5.7,8.9
1499362283,0.60208,5.25,8.5,5.7,8.9
1499362284,0.60208,5.25,8.5,5.7,8.9
1499362287,0.60208,5.25,8.5,5.7,8.9
1499362290,0.60208,5.25,8.5,5.7,8.9
1499362293,0.60208,5.25,8.5,5.7,8.9
1499362294,0.60208,5.25,8.5,5.7,8.9
1499362295,0.60208,5.25,8.5,5.7,8.9
1499362296,0.60208,5.25,8.5,5.7,8.9
1499362299,0.60208,5.25,8.5,5.7,8.9
1499362302,0.60208,5.25,8.5,5.7,8.9
1499362305,0.60208,5.25,8.5,5.7,8.9
1499362308,0.60208,5.25,8.5,5.7,8.9
1499362311,0.60208,5.25,8.5,5.7,8.9
1499362314,0.60208,5.25,8.5,5.7,8.9
1499362317,0.378021,5.25,8.5,5.02,8.2
1499362320,1.839837,5.25,8.5,4,7.15
1499362323,3.303468,5.25,8.5,2.98,6.1
1499362326,4.279311,5.25,8.5,2.3,5.4
1499362329,4.279311,5.25,8.5,2.3,5.4
1499362332,4.279311,5.25,8.5,2.3,5.4
1499362335,4.279311,5.25,8.5,2.3,5.4
1499362338,4.279311,5.25,8.5,2.3,5.4
1499362341,4.279311,5.25,8.5,2.3,5.4
1499362344,4.279311,5.25,8.5,2.3,5.4
1499362347,4.279311,5.25,8.5,2.3,5.4
1499362349,4.279311,5.25,8.5,2.3,5.4
1499362350,4.279311,5.25,8.5,2.3,5.4
1499362351,4.279311,5.25,8.5,2.3,5.4
1499362353,4.279311,5.25,8.5,2.3,5.4
1499362356,4.279311,5.25,8.5,2.3,5.4
1499362359,4.279311,5.25,8.5,2.3,5.4
1499362362,4.279311,5.25,8.5,2.3,5.4
1499362365,4.279311,5.25,8.5,2.3,5.4
1499362368,4.279311,5.25,8.5,2.3,5.4
1499362371,4.279311,5.25,8.5,2.3,5.4
1499362374,4.279311,5.25,8.5,2.3,5.4
1499362377,4.279311,5.25,8.5,2.3,5.4
1499362380,4.279311,5.25,8.5,2.3,5.4
1499362383,4.279311,5.25,8.5,2.3,5.4
1499362386,4.279311,5.25,8.5,2.3,5.4
1499362389,4.279311,5.25,8.5,2.3,5.4
1499362392,4.279311,5.25,8.5,2.3,5.4
1499362395,4.279311,5.25,8.5,2.3,5.4
1499362396,4.279311,5.25,8.5,2.3,5.4
1499362397,4.279311,5.25,8.5,2.3,5.4
1499362398,4.279311,5.25,8.5,2.3,5.4
1499362401,4.279311,5.25,8.5,2.3,5.4
1499362404,4.279311,5.25,8.5,2.3,5.4
1499362407,4.279311,5.25,8.5,2.3,5.4
1499362410,4.279311,5.25,8.5,2.3,5.4
1499362413,4.279311,5.25,8.5,2.3,5.4
1499362416,4.279311,5.25,8.5,2.3,5.4
1499362419,4.279311,5.25,8.5,2.3,5.4
1499362422,4.279311,5.25,8.5,2.3,5.4
1499362425,4.279311,5.25,8.5,2.3,5.4
1499362428,4.279311,5.25,8.5,2.3,5.4
1499362431,4.279311,5.25,8.5,2.3,5.4
1499362434,4.279311,5.25,8.5,2.3,5.4
1499362437,4.279311,5.25,8.5,2.3,5.4
1499362440,4.279311,5.25,8.5,2.3,5.4
1499362443,4.279311,5.25,8.5,2.3,5.4
1499362446,4.279311,5.25,8.5,2.3,5.4
1499362449,4.279311,5.25,8.5,2.3,5.4
1499362452,4.279311,5.25,8.5,2.3,5.4
1499362455,4.279311,5.25,8.5,2.3,5.4
1499362458,4.279311,5.25,8.5,2.3,5.4
1499362461,4.279311,5.25,8.5,2.3,5.4
1499362464,4.279311,5.25,8.5,2.3,5.4
1499362467,4.279311,5.25,8.5,2.3,5.4
1499362470,4.279311,5.25,8.5,2.3,5.4
1499362473,4.279311,5.25,8.5,2.3,5.4
1499362476,4.279311,5.25,8.5,2.3,5.4
1499362479,4.279311,5.25,8.5,2.3,5.4
1499362482,4.279311,5.25,8.5,2.3,5.4
