time,error,es(x),es(y),gt(x),gt(y)
1499267340,0.393555,2.5,5.75,2.2905,5.416841
1499267341,0.393716,2.5,5.75,2.290667,5.416545
1499267342,0.393878,2.5,5.75,2.290833,5.41625
1499267343,0.39404,2.5,5.75,2.291,5.415955
1499267344,0.394202,2.5,5.75,2.291167,5.415659
1499267345,0.394364,2.5,5.75,2.291333,5.415364
1499267346,0.394527,2.5,5.75,2.2915,5.415068
1499267347,0.796241,1.5,5.5,2.291667,5.414773
1499267348,0.796438,1.5,5.5,2.291833,5.414477
1499267349,0.796636,1.5,5.5,2.292,5.414182
1499267350,0.796833,1.5,5.5,2.292167,5.413886
1499267351,0.797031,1.5,5.5,2.292333,5.413591
1499267352,0.797229,1.5,5.5,2.2925,5.413295
1499267353,0.797427,1.5,5.5,2.292667,5.413
1499267354,0.797625,1.5,5.5,2.292833,5.412705
1499267355,0.797823,1.5,5.5,2.293,5.412409
1499267356,0.798021,1.5,5.5,2.293167,5.412114
1499267357,0.798219,1.5,5.5,2.293333,5.411818
1499267358,0.798417,1.5,5.5,2.2935,5.411523
1499267359,0.798616,1.5,5.5,2.293667,5.411227
1499267360,0.798814,1.5,5.5,2.293833,5.410932
1499267361,0.799013,1.5,5.5,2.294,5.410636
1499267362,0.799212,1.5,5.5,2.294167,5.410341
1499267363,0.799411,1.5,5.5,2.294333,5.410045
1499267364,0.799609,1.5,5.5,2.2945,5.40975
1499267365,0.799808,1.5,5.5,2.294667,5.409455
1499267366,0.800008,1.5,5.5,2.294833,5.409159
1499267367,0.397994,2.5,5.75,2.295,5.408864
1499267368,0.398161,2.5,5.75,2.295167,5.408568
1499267369,0.398329,2.5,5.75,2.295333,5.408273
1499267370,0.398497,2.5,5.75,2.2955,5.407977
1499267371,0.398665,2.5,5.75,2.295667,5.407682
1499267372,0.398833,2.5,5.75,2.295833,5.407386
1499267373,0.399002,2.5,5.75,2.296,5.407091
1499267374,0.399171,2.5,5.75,2.296167,5.406795
1499267375,0.39934,2.5,5.75,2.296333,5.4065
1499267376,0.399509,2.5,5.75,2.2965,5.406205
1499267377,0.399679,2.5,5.75,2.296667,5.405909
1499267378,0.802404,1.5,5.5,2.296833,5.405614
1499267379,0.802604,1.5,5.5,2.297,5.405318
1499267380,0.802805,1.5,5.5,2.297167,5.405023
1499267381,0.803005,1.5,5.5,2.297333,5.404727
1499267382,0.803206,1.5,5.5,2.2975,5.404432
1499267383,0.803406,1.5,5.5,2.297667,5.404136
1499267384,0.803607,1.5,5.5,2.297833,5.403841
1499267385,0.803808,1.5,5.5,2.298,5.403545
1499267386,0.804009,1.5,5.5,2.298167,5.40325
1499267387,0.80421,1.5,5.5,2.298333,5.402955
1499267388,0.804411,1.5,5.5,2.2985,5.402659
1499267391,0.805015,1.5,5.5,2.299,5.401773
1499267392,0.805217,1.5,5.5,2.299167,5.401477
1499267393,0.805418,1.5,5.5,2.299333,5.401182
1499267394,0.80562,1.5,5.5,2.2995,5.400886
1499267395,0.805822,1.5,5.5,2.299667,5.400591
1499267396,0.806024,1.5,5.5,2.299833,5.400295
1499267397,0.806226,1.5,5.5,2.3,5.4
1499267398,0.806226,1.5,5.5,2.3,5.4
1499267399,0.806226,1.5,5.5,2.3,5.4
1499267400,0.806226,1.5,5.5,2.3,5.4
1499267401,0.806226,1.5,5.5,2.3,5.4
1499267402,1.204159,1.5,4.5,2.3,5.4
1499267403,1.204159,1.5,4.5,2.3,5.4
1499267404,1.204159,1.5,4.5,2.3,5.4
1499267405,1.204159,1.5,4.5,2.3,5.4
1499267406,1.204159,1.5,4.5,2.3,5.4
1499267407,1.204159,1.5,4.5,2.3,5.4
1499267408,1.204159,1.5,4.5,2.3,5.4
1499267409,1.204159,1.5,4.5,2.3,5.4
1499267410,1.204159,1.5,4.5,2.3,5.4
