time,gtx,gty,gtx2,gty2,gt_motion_readings,synthetic_motion_readings
1499267340,2.8999999999999995,4.441138,2.8999999999999995,4.441138,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267343,3.8686829999999994,4.388772,3.4556499999999994,4.899133,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267346,4.4060049999999995,4.359725,4.209626999999999,5.484926,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267349,4.406249,4.35927,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267352,4.406490999999999,4.358816,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267355,4.406734,4.358361,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267358,4.406976,4.357907,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267361,4.407218,4.357452,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267364,4.407218,4.357452,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267367,4.407461,4.356997,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267370,4.407703,4.356543,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267373,4.407945,4.356088,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267376,4.408187,4.355634,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267379,4.408431,4.355179,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267382,4.408673,4.354725,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267385,4.4089149999999995,4.35427,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267388,4.409158,4.353816,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267391,4.4094,4.353361,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267394,4.409642999999999,4.352907,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267397,4.409884999999999,4.352452,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267400,4.410126999999999,4.351998,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267403,4.410368999999999,4.351542,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267406,4.410610999999999,4.351088,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267409,4.410855,4.350634,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267412,4.410855,4.350634,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267415,4.411097,4.350179,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267418,4.411339999999999,4.349725,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267421,4.411581999999999,4.34927,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267424,4.411824999999999,4.348816,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267427,4.4120669999999995,4.348361,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267430,4.412309,4.347907,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267433,4.412551,4.347452,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267436,4.412793,4.346998,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267439,4.413036999999999,4.346543,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267442,4.413278999999999,4.346088,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267445,4.4135219999999995,4.345634,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267448,4.413764,4.345179,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267451,4.414006,4.344725,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267454,4.414249,4.34427,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267457,4.414491,4.343816,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267460,4.414491,4.343816,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267463,4.414733999999999,4.343361,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267466,4.414975999999999,4.342906,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267469,4.415217,4.342452,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267472,4.415461,4.341998,4.22095,5.491466,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267475,4.415703,4.341543,4.035190999999999,5.141566,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267478,4.415946,4.341088,4.035190999999999,5.14127,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267481,4.416188,4.340634,4.035190999999999,5.140975,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267484,4.4169149999999995,4.33927,4.035190999999999,5.140679,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267487,4.417158,4.338816,4.035190999999999,5.140384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267490,4.4174,4.338361,4.035190999999999,5.140384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267493,4.417643,4.337907,4.035190999999999,5.140088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267496,4.417885,4.337452,4.035190999999999,5.139793,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267499,4.418127999999999,4.336998,4.035190999999999,5.139498,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267502,4.4183699999999995,4.336543,4.035190999999999,5.139202,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267505,4.4183699999999995,4.336543,4.035190999999999,5.138316,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267508,4.4183699999999995,4.336543,4.035190999999999,5.13802,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267511,4.4183699999999995,4.336543,4.035190999999999,5.137725,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267514,4.4183699999999995,4.336543,4.035190999999999,5.137429,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267517,4.4183699999999995,4.336543,4.035190999999999,5.137134,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267520,4.4183699999999995,4.336543,4.035190999999999,5.136837,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267523,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267526,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267529,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267532,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267535,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267538,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267541,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267544,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267547,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267550,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267553,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267556,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267559,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267562,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267565,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267568,4.4183699999999995,4.336543,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267571,4.41449,4.340859,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267574,3.801309,5.180069,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267577,3.2190009999999996,6.094274,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267580,2.6329549999999995,7.014348,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267583,2.048082,7.93258,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267586,1.599691,8.636542,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267589,1.599691,8.636542,4.035190999999999,5.136543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267592,1.599691,8.636542,3.8824029999999996,5.350514,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267595,1.599691,8.636542,3.2575989999999995,6.225514,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267598,1.599691,8.636542,2.6332899999999997,7.106852,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267601,1.599691,8.636542,2.022564,8.010703,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267604,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267607,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267610,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267613,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267616,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267619,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267622,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267625,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267628,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267631,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267634,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267637,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267640,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267643,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267646,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267649,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267652,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267655,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267658,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267661,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267664,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267667,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267670,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267673,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267676,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267679,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267682,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267685,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267688,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1499267691,1.599691,8.636542,1.599691,8.636542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
