time,error,es(x),es(y),gt(x),gt(y)
1499198781,7.940403,1,2.5,5.7,8.9
1499198784,7.940403,1,2.5,5.7,8.9
1499198790,7.940403,1,2.5,5.7,8.9
1499198793,7.940403,1,2.5,5.7,8.9
1499198856,2.23731,4.333333,6.333333,2.3,5.4
1499198859,2.23731,4.333333,6.333333,2.3,5.4
1499198862,2.23731,4.333333,6.333333,2.3,5.4
1499198865,2.23731,4.333333,6.333333,2.3,5.4
1499198868,2.23731,4.333333,6.333333,2.3,5.4
1499198871,2.23731,4.333333,6.333333,2.3,5.4
1499198874,2.23731,4.333333,6.333333,2.3,5.4
1499198877,2.23731,4.333333,6.333333,2.3,5.4
1499198880,2.23731,4.333333,6.333333,2.3,5.4
1499198883,2.23731,4.333333,6.333333,2.3,5.4
1499198886,2.23731,4.333333,6.333333,2.3,5.4
1499198889,2.23731,4.333333,6.333333,2.3,5.4
1499198892,2.23731,4.333333,6.333333,2.3,5.4
1499198895,2.23731,4.333333,6.333333,2.3,5.4
1499198898,2.23731,4.333333,6.333333,2.3,5.4
1499198901,2.23731,4.333333,6.333333,2.3,5.4
1499198904,2.23731,4.333333,6.333333,2.3,5.4
1499198907,1.998752,4.333333,6.333333,2.53125,5.46875
1499198910,1.28911,4.333333,6.333333,3.225,5.675
1499198913,0.613399,4.333333,6.333333,3.91875,5.88125
1499198916,0.371979,4.333333,6.333333,4.6125,6.0875
1499198919,0.973722,4.333333,6.333333,5.30625,6.29375
1499198922,1.674979,4.333333,6.333333,6,6.5
1499198925,1.674979,4.333333,6.333333,6,6.5
1499198928,1.674979,4.333333,6.333333,6,6.5
1499198931,1.674979,4.333333,6.333333,6,6.5
1499198934,1.674979,4.333333,6.333333,6,6.5
1499198937,1.674979,4.333333,6.333333,6,6.5
1499198940,1.674979,4.333333,6.333333,6,6.5
1499198943,1.674979,4.333333,6.333333,6,6.5
1499198946,1.674979,4.333333,6.333333,6,6.5
1499198989,1.034508,4.7,4.9,5.258824,4.029412
1499198990,1.162862,4.7,4.9,5.205882,3.852941
1499198991,2.825877,2.666667,2.333333,5.152941,3.676471
1499198992,1.456022,4.7,4.9,5.1,3.5
1499198993,1.614221,4.7,4.9,5.047059,3.323529
1499198994,2.465599,2.666667,2.333333,4.994118,3.147059
1499198995,1.944427,4.7,4.9,4.941176,2.970588
1499199002,1.995637,2.666667,2.333333,4.570588,1.735294
1499199003,2.006488,2.666667,2.333333,4.517647,1.558824
1499199004,2.034038,2.666667,2.333333,4.464706,1.382353
1499199005,2.077622,2.666667,2.333333,4.411765,1.205882
1499199006,2.13626,2.666667,2.333333,4.358824,1.029412
1499199007,2.208753,2.666667,2.333333,4.305882,0.852941
1499199008,2.293787,2.666667,2.333333,4.252941,0.676471
1499199009,2.390026,2.666667,2.333333,4.2,0.5
1499199010,2.390026,2.666667,2.333333,4.2,0.5
1499199011,2.390026,2.666667,2.333333,4.2,0.5
1499199020,4.205948,5.5,4.5,4.2,0.5
1499199021,4.205948,5.5,4.5,4.2,0.5
1499199022,4.205948,5.5,4.5,4.2,0.5
1499199023,4.205948,5.5,4.5,4.2,0.5
1499199024,4.205948,5.5,4.5,4.2,0.5
1499199025,4.205948,5.5,4.5,4.2,0.5
1499199026,4.205948,5.5,4.5,4.2,0.5
1499199027,4.205948,5.5,4.5,4.2,0.5
1499199028,4.205948,5.5,4.5,4.2,0.5
1499199029,4.205948,5.5,4.5,4.2,0.5
1499199030,4.205948,5.5,4.5,4.2,0.5
1499199044,2.390026,2.666667,2.333333,4.2,0.5
1499199045,2.390026,2.666667,2.333333,4.2,0.5
1499199046,2.390026,2.666667,2.333333,4.2,0.5
1499199047,2.390026,2.666667,2.333333,4.2,0.5
1499199048,2.118962,3.5,2.5,4.2,0.5
1499199060,2.118962,3.5,2.5,4.2,0.5
1499199061,2.118962,3.5,2.5,4.2,0.5
1499199062,2.118962,3.5,2.5,4.2,0.5
1499199063,2.118962,3.5,2.5,4.2,0.5
1499199064,2.118962,3.5,2.5,4.2,0.5
