time,agentID,x,y,z,action
2590,1,0.616667,0.105,6.62381,walk
2591,1,0.675,0.105,6.635714,walk
2592,1,0.733333,0.105,6.647619,walk
2595,1,0.908333,0.105,6.683333,walk
2598,1,1.083333,0.105,6.719048,walk
2607,1,1.608333,0.105,6.82619,walk
2610,1,1.783333,0.105,6.861905,walk
2625,1,2.658333,0.105,7.040476,walk
2628,1,2.833333,0.105,7.07619,walk
2631,1,2.133333,0.105,6.933333,walk
2632,1,1.316667,0.105,6.766667,walk
2633,1,0.5,0.105,6.6,walk
2634,1,0.99,0.105,6.7,walk
2635,1,1.48,0.105,6.8,walk
2636,1,1.97,0.105,6.9,walk
2646,1,2.95,0.105,7.1,walk
2649,1,2.95,0.105,7.1,walk
2652,1,2.95,0.105,7.1,walk
2657,1,2.95,0.105,7.1,walk
2658,1,2.95,0.105,7.1,walk
2659,1,2.95,0.105,7.1,walk
2660,1,2.95,0.105,7.1,walk
2661,1,2.95,0.105,7.1,walk
2662,1,2.95,0.105,7.1,walk
2663,1,2.95,0.105,7.1,walk
2664,1,2.95,0.105,7.1,walk
2665,1,2.95,0.105,7.1,walk
2667,1,2.95,0.105,7.1,walk
2668,1,2.95,0.105,7.1,walk
2669,1,2.95,0.105,7.1,walk
2670,1,2.95,0.105,7.1,walk
2671,1,2.95,0.105,7.1,walk
2672,1,2.95,0.105,7.1,walk
2673,1,2.95,0.105,7.1,walk
2674,1,2.95,0.105,7.1,walk
2675,1,2.95,0.105,7.1,walk
2676,1,2.95,0.105,7.1,walk
2677,1,2.95,0.105,7.1,walk
2678,1,2.95,0.105,7.1,walk
2679,1,2.95,0.105,7.1,walk
2682,1,2.95,0.105,7.1,walk
2684,1,2.95,0.105,7.1,walk
2685,1,2.95,0.105,7.1,walk
2686,1,2.95,0.105,7.1,walk
2687,1,2.95,0.105,7.1,walk
2688,1,2.95,0.105,7.1,walk
2691,1,2.95,0.105,7.1,walk
2694,1,2.95,0.105,7.1,walk
2697,1,2.95,0.105,7.1,walk
2700,1,2.95,0.105,7.1,walk
2703,1,2.95,0.105,7.1,walk
2706,1,2.95,0.105,7.1,walk
2712,1,2.95,0.105,7.1,walk
2718,1,2.95,0.105,7.1,walk
2724,1,1.898148,0.105,10.2,walk
2730,1,2.042593,0.105,10.2,walk
2733,1,2.114815,0.105,10.2,walk
2736,1,2.187037,0.105,10.2,walk
2739,1,2.259259,0.105,10.2,walk
2742,1,2.331481,0.105,10.2,walk
2745,1,2.403704,0.105,10.2,walk
2760,1,1.9625,0.105,9,walk
2763,1,2.3,0.105,5.4,walk
2766,1,2.3,0.105,5.4,walk
2769,1,2.3,0.105,5.4,walk
2772,1,2.3,0.105,5.4,walk
2775,1,2.733333,0.105,6.533333,walk
2778,1,2.3,0.105,5.4,walk
2781,1,2.3,0.105,5.4,walk
2784,1,2.516667,0.105,5.966667,walk
2787,1,2.95,0.105,7.1,walk
2790,1,2.95,0.105,7.1,walk
2793,1,2.3,0.105,5.4,walk
2796,1,1.7,0.105,5.8,walk
2799,1,1.1,0.105,6.2,walk
2802,1,0.5,0.105,6.6,walk
2805,1,1.175,0.105,6.15,walk
2808,1,1.85,0.105,5.7,walk
2811,1,2.3,0.105,5.4,walk
2814,1,2.3,0.105,5.4,walk
2817,1,2.3,0.105,5.4,walk
2819,1,2.3,0.105,5.4,walk
2820,1,2.3,0.105,5.4,walk
2821,1,2.3,0.105,5.4,walk
2835,1,2.3,0.105,5.4,walk
2844,1,2.3,0.105,5.4,walk
2847,1,2.3,0.105,5.4,walk
2850,1,2.3,0.105,5.4,walk
2853,1,2.3,0.105,5.4,walk
2856,1,2.3,0.105,5.4,walk
2859,1,2.3,0.105,5.4,walk
2862,1,2.3,0.105,5.4,walk
2865,1,2.3,0.105,5.4,walk
2868,1,2.3,0.105,5.4,walk
2871,1,2.3,0.105,5.4,walk
2874,1,2.3,0.105,5.4,walk
2877,1,2.3,0.105,5.4,walk
2880,1,2.3,0.105,5.4,walk
2883,1,2.3,0.105,5.4,walk
2886,1,2.3,0.105,5.4,walk
2889,1,2.3,0.105,5.4,walk
2892,1,2.3,0.105,5.4,walk
2895,1,2.3,0.105,5.4,walk
2898,1,2.3,0.105,5.4,walk
2901,1,2.3,0.105,5.4,walk
2904,1,2.3,0.105,5.4,walk
2907,1,2.3,0.105,5.4,walk
2910,1,2.3,0.105,5.4,walk
2913,1,2.3,0.105,5.4,walk
2916,1,2.3,0.105,5.4,walk
2919,1,2.3,0.105,5.4,walk
2922,1,2.3,0.105,5.4,walk
2925,1,2.3,0.105,5.4,walk
2928,1,2.3,0.105,5.4,walk
2931,1,2.3,0.105,5.4,walk
2934,1,2.3,0.105,5.4,walk
2937,1,2.3,0.105,5.4,walk
2940,1,2.3,0.105,5.4,walk
2943,1,2.3,0.105,5.4,walk
2946,1,2.3,0.105,5.4,walk
2949,1,2.3,0.105,5.4,walk
2952,1,2.3,0.105,5.4,walk
2955,1,2.3,0.105,5.4,walk
2958,1,2.3,0.105,5.4,walk
2961,1,2.3,0.105,5.4,walk
2964,1,2.3,0.105,5.4,walk
2967,1,2.3,0.105,5.4,walk
2970,1,2.3,0.105,5.4,walk
2973,1,2.3,0.105,5.4,walk
2976,1,2.3,0.105,5.4,walk
2979,1,2.3,0.105,5.4,walk
2982,1,2.3,0.105,5.4,walk
2985,1,2.3,0.105,5.4,walk
2988,1,2.3,0.105,5.4,walk
2991,1,2.3,0.105,5.4,walk
2994,1,2.3,0.105,5.4,walk
2997,1,2.3,0.105,5.4,walk
3000,1,2.3,0.105,5.4,walk
3003,1,2.3,0.105,5.4,walk
3006,1,2.3,0.105,5.4,walk
3009,1,2.3,0.105,5.4,walk
3012,1,2.3,0.105,5.4,walk
3015,1,2.3,0.105,5.4,walk
3018,1,2.3,0.105,5.4,walk
3021,1,2.3,0.105,5.4,walk
3024,1,2.3,0.105,5.4,walk
3027,1,2.3,0.105,5.4,walk
3030,1,2.3,0.105,5.4,walk
3033,1,2.3,0.105,5.4,walk
3036,1,2.3,0.105,5.4,walk
3039,1,2.3,0.105,5.4,walk
3042,1,2.3,0.105,5.4,walk
3045,1,2.3,0.105,5.4,walk
3048,1,2.3,0.105,5.4,walk
3051,1,2.3,0.105,5.4,walk
3054,1,2.3,0.105,5.4,walk
3057,1,2.3,0.105,5.4,walk
3060,1,2.3,0.105,5.4,walk
3063,1,2.3,0.105,5.4,walk
3066,1,2.3,0.105,5.4,walk
3069,1,2.3,0.105,5.4,walk
3072,1,2.3,0.105,5.4,walk
3075,1,2.3,0.105,5.4,walk
3078,1,2.3,0.105,5.4,walk
3081,1,2.3,0.105,5.4,walk
3084,1,2.3,0.105,5.4,walk
3087,1,2.3,0.105,5.4,walk
3090,1,2.3,0.105,5.4,walk
3093,1,2.3,0.105,5.4,walk
3094,1,2.3,0.105,5.4,walk
3096,1,2.3,0.105,5.4,walk
3099,1,2.3,0.105,5.4,walk
3102,1,2.3,0.105,5.4,walk
3105,1,2.3,0.105,5.4,walk
3108,1,2.3,0.105,5.4,walk
3111,1,2.3,0.105,5.4,walk
3114,1,2.3,0.105,5.4,walk
3117,1,2.3,0.105,5.4,walk
3120,1,2.3,0.105,5.4,walk
3123,1,2.3,0.105,5.4,walk
3126,1,1.76,0.105,6.6,walk
3129,1,1.22,0.105,7.8,walk
3132,1,0.68,0.105,9,walk
3135,1,0.5,0.105,9.4,walk
3138,1,0.5,0.105,9.4,walk
3141,1,0.5,0.105,9.4,walk
3144,1,0.5,0.105,9.4,walk
3147,1,0.5,0.105,9.4,walk
3150,1,0.5,0.105,9.4,walk
3153,1,1.6,0.105,8.133333,walk
3156,1,1.49,0.105,7.86,walk
3159,1,0.5,0.105,8.4,walk
3162,1,2.15,0.105,7.5,walk
3165,1,0.5,0.105,8.4,walk
3168,1,2.95,0.105,7.1,walk
3171,1,2.95,0.105,7.1,walk
3174,1,2.3375,0.105,7.675,walk
3177,1,0.5,0.105,9.4,walk
3180,1,0.5,0.105,9.4,walk
3186,1,0.5,0.105,9.4,walk
3189,1,0.5,0.105,9.4,walk
3192,1,0.5,0.105,9.4,walk
3195,1,0.5,0.105,9.4,walk
3198,1,0.5,0.105,9.4,walk
3201,1,0.5,0.105,9.4,walk
3204,1,0.5,0.105,9.4,walk
3207,1,0.5,0.105,9.4,walk
3210,1,0.5,0.105,9.4,walk
3211,1,0.5,0.105,9.4,walk
3212,1,0.5,0.105,9.4,walk
3213,1,0.5,0.105,9.4,walk
3214,1,0.5,0.105,9.4,walk
3215,1,0.5,0.105,9.4,walk
3219,1,0.5,0.105,9.4,walk
3222,1,0.5,0.105,9.4,walk
3225,1,0.5,0.105,9.4,walk
3226,1,0.5,0.105,9.4,walk
3227,1,0.5,0.105,9.4,walk
3228,1,0.5,0.105,9.4,walk
3229,1,0.5,0.105,9.4,walk
3230,1,0.5,0.105,9.4,walk
3231,1,0.5,0.105,9.4,walk
3234,1,0.5,0.105,9.4,walk
3236,1,0.5,0.105,9.4,walk
3237,1,0.5,0.105,9.4,walk
3240,1,0.5,0.105,9.4,walk
3243,1,0.5,0.105,9.4,walk
3246,1,0.5,0.105,9.4,walk
3249,1,0.5,0.105,9.4,walk
3252,1,0.5,0.105,9.4,walk
3255,1,0.5,0.105,9.4,walk
3258,1,0.5,0.105,9.4,walk
3261,1,0.5,0.105,9.4,walk
3264,1,0.5,0.105,9.4,walk
3267,1,0.5,0.105,9.4,walk
3270,1,0.5,0.105,9.4,walk
3273,1,0.5,0.105,9.4,walk
3275,1,0.5,0.105,9.4,walk
3276,1,0.5,0.105,9.4,walk
3277,1,0.5,0.105,9.4,walk
3279,1,0.5,0.105,9.4,walk
3282,1,0.5,0.105,9.4,walk
3283,1,0.5,0.105,9.4,walk
3284,1,0.5,0.105,9.4,walk
3285,1,0.5,0.105,9.4,walk
3286,1,0.5,0.105,9.4,walk
3287,1,0.5,0.105,9.4,walk
3288,1,0.5,0.105,9.4,walk
3289,1,0.5,0.105,9.4,walk
3290,1,0.5,0.105,9.4,walk
3291,1,0.5,0.105,9.4,walk
3292,1,0.5,0.105,9.4,walk
3293,1,0.5,0.105,9.4,walk
3294,1,0.5,0.105,9.4,walk
3297,1,0.5,0.105,9.4,walk
3300,1,0.5,0.105,9.4,walk
3303,1,0.5,0.105,9.4,walk
3306,1,0.5,0.105,9.4,walk
3309,1,0.5,0.105,9.4,walk
3312,1,0.5,0.105,9.4,walk
3315,1,0.5,0.105,9.4,walk
3318,1,0.5,0.105,9.4,walk
3321,1,0.5,0.105,9.4,walk
3324,1,0.5,0.105,9.4,walk
3327,1,0.5,0.105,9.4,walk
3330,1,0.5,0.105,9.4,walk
3332,1,0.5,0.105,9.4,walk
3333,1,0.5,0.105,9.4,walk
3336,1,0.5,0.105,9.4,walk
3339,1,0.5,0.105,9.4,walk
3342,1,0.5,0.105,9.4,walk
3345,1,0.5,0.105,9.4,walk
3348,1,0.5,0.105,9.4,walk
3351,1,0.5,0.105,9.4,walk
3354,1,0.5,0.105,9.4,walk
3357,1,0.5,0.105,9.4,walk
3360,1,0.5,0.105,9.4,walk
3361,1,0.5,0.105,9.4,walk
3362,1,0.5,0.105,9.4,walk
3363,1,0.5,0.105,9.4,walk
3364,1,0.5,0.105,9.4,walk
3365,1,0.5,0.105,9.4,walk
3366,1,0.5,0.105,9.4,walk
3367,1,0.5,0.105,9.4,walk
3369,1,0.5,0.105,9.4,walk
3372,1,0.5,0.105,9.4,walk
3374,1,0.5,0.105,9.4,walk
3375,1,0.5,0.105,9.4,walk
3376,1,0.5,0.105,9.4,walk
3377,1,0.5,0.105,9.4,walk
3378,1,0.5,0.105,9.4,walk
3381,1,0.5,0.105,9.4,walk
3384,1,0.5,0.105,9.4,walk
3387,1,0.5,0.105,9.4,walk
3390,1,0.5,0.105,9.4,walk
3393,1,0.5,0.105,9.4,walk
3396,1,0.5,0.105,9.4,walk
3399,1,0.5,0.105,9.4,walk
3402,1,0.5,0.105,9.4,walk
3405,1,0.5,0.105,9.4,walk
3408,1,0.5,0.105,9.4,walk
3411,1,0.5,0.105,9.4,walk
3414,1,0.5,0.105,9.4,walk
3417,1,0.5,0.105,9.4,walk
3420,1,0.5,0.105,9.4,walk
3423,1,0.5,0.105,9.4,walk
3426,1,0.5,0.105,9.4,walk
3429,1,0.5,0.105,9.4,walk
3432,1,0.5,0.105,9.4,walk
3435,1,0.5,0.105,9.4,walk
3436,1,0.5,0.105,9.4,walk
3437,1,0.5,0.105,9.4,walk
3438,1,0.5,0.105,9.4,walk
3439,1,0.5,0.105,9.4,walk
3441,1,0.5,0.105,9.4,walk
3443,1,0.5,0.105,9.4,walk
3444,1,0.5,0.105,9.4,walk
3445,1,0.5,0.105,9.4,walk
3446,1,0.5,0.105,9.4,walk
3447,1,0.5,0.105,9.4,walk
3450,1,0.5,0.105,9.4,walk
3453,1,0.5,0.105,9.4,walk
3454,1,0.5,0.105,9.4,walk
3455,1,0.5,0.105,9.4,walk
3456,1,0.5,0.105,9.4,walk
3457,1,0.5,0.105,9.4,walk
3459,1,0.5,0.105,9.4,walk
3462,1,0.5,0.105,9.4,walk
3468,1,0.5,0.105,9.4,walk
3471,1,0.5,0.105,9.4,walk
3555,1,0.5,0.105,9.4,walk
3558,1,0.5,0.105,9.4,walk
3559,1,0.86,0.105,8.6,walk
3560,1,1.22,0.105,7.8,walk
3561,1,1.58,0.105,7,walk
3562,1,1.94,0.105,6.2,walk
3563,1,2.3,0.105,5.4,walk
3636,1,0.833333,0.105,9.533333,walk
3637,1,0.766667,0.105,9.506667,walk
3696,1,5.31,0.105,8.62,walk
3702,1,3.43,0.105,7.34,walk
3703,1,3.27,0.105,7.26,walk
3704,1,3.11,0.105,7.18,walk
3705,1,2.95,0.105,7.1,walk
3706,1,3.003571,0.105,6.95,walk
3707,1,3.057143,0.105,6.8,walk
3710,1,3.217857,0.105,6.35,walk
3711,1,3.271429,0.105,6.2,walk
3712,1,3.325,0.105,6.05,walk
3713,1,3.378571,0.105,5.9,walk
3714,1,3.432143,0.105,5.75,walk
3715,1,3.485714,0.105,5.6,walk
3716,1,3.539286,0.105,5.45,walk
3717,1,3.592857,0.105,5.3,walk
3718,1,3.646429,0.105,5.15,walk
3719,1,3.7,0.105,5,walk
3741,1,1.278571,0.105,6.671429,walk
3742,1,1.139286,0.105,6.635714,walk
3819,1,5.605,0.105,4.58,walk
3822,1,6.49,0.105,3.74,walk
3825,1,7.375,0.105,2.9,walk
3828,1,8.26,0.105,2.06,walk
3831,1,8.396154,0.105,1.930769,walk
3832,1,7.942308,0.105,2.361538,walk
3846,1,3.7,0.105,7.590909,walk
3847,1,3.95,0.105,7.754545,walk
3848,1,4.2,0.105,7.918182,walk
3864,1,5.7,0.105,8.9,walk
3867,1,5.7,0.105,8.9,walk
3870,1,5.7,0.105,8.9,walk
3871,1,5.7,0.105,8.9,walk
3872,1,5.7,0.105,8.9,walk
3873,1,5.7,0.105,8.9,walk
3874,1,5.7,0.105,8.9,walk
3875,1,5.7,0.105,8.9,walk
3876,1,5.7,0.105,8.9,walk
3877,1,5.7,0.105,8.9,walk
3878,1,5.7,0.105,8.9,walk
3879,1,5.7,0.105,8.9,walk
3882,1,5.7,0.105,8.9,walk
3885,1,5.7,0.105,8.9,walk
3891,1,5.7,0.105,8.9,walk
3902,1,5.7,0.105,8.9,walk
3903,1,5.7,0.105,8.9,walk
3917,1,5.7,0.105,8.9,walk
3918,1,5.7,0.105,8.9,walk
3919,1,5.7,0.105,8.9,walk
3920,1,5.7,0.105,8.9,walk
3921,1,5.7,0.105,8.9,walk
3938,1,5.7,0.105,8.9,walk
3939,1,5.7,0.105,8.9,walk
3948,1,5.7,0.105,8.9,walk
3949,1,5.7,0.105,8.9,walk
3950,1,5.7,0.105,8.9,walk
3958,1,0.5,0.105,8.4,walk
3959,1,0.5,0.105,8.4,walk
3960,1,0.5,0.105,8.4,walk
3963,1,0.5,0.105,8.4,walk
3987,1,5.7,0.105,8.9,walk
3990,1,5.7,0.105,8.9,walk
4005,1,5.7,0.105,8.9,walk
4008,1,5.7,0.105,8.9,walk
4011,1,5.7,0.105,8.9,walk
4012,1,5.7,0.105,8.9,walk
4013,1,5.7,0.105,8.9,walk
4014,1,5.7,0.105,8.9,walk
4017,1,5.7,0.105,8.9,walk
4020,1,5.7,0.105,8.9,walk
4029,1,0.5,0.105,8.4,walk
4032,1,0.5,0.105,8.4,walk
4036,1,0.5,0.105,8.4,walk
4037,1,0.5,0.105,8.4,walk
4038,1,0.5,0.105,8.4,walk
4053,1,0.5,0.105,8.4,walk
4060,1,0.5,0.105,8.4,walk
4061,1,0.5,0.105,8.4,walk
4062,1,0.5,0.105,8.4,walk
4071,1,0.5,0.105,8.4,walk
4074,1,0.5,0.105,8.4,walk
4077,1,0.5,0.105,8.4,walk
4080,1,0.5,0.105,8.4,walk
4083,1,0.5,0.105,8.4,walk
4086,1,0.5,0.105,8.4,walk
4089,1,0.5,0.105,8.4,walk
4092,1,0.5,0.105,8.4,walk
4095,1,0.5,0.105,8.4,walk
4096,1,0.5,0.105,8.4,walk
4097,1,0.5,0.105,8.4,walk
4098,1,0.5,0.105,8.4,walk
4099,1,0.5,0.105,8.4,walk
4101,1,0.5,0.105,8.4,walk
4102,1,0.5,0.105,8.4,walk
4103,1,0.5,0.105,8.4,walk
4104,1,0.5,0.105,8.4,walk
4107,1,0.5,0.105,8.4,walk
4110,1,0.5,0.105,8.4,walk
4113,1,0.5,0.105,8.4,walk
4116,1,0.5,0.105,8.4,walk
4119,1,0.5,0.105,8.4,walk
4122,1,0.5,0.105,8.4,walk
4125,1,0.5,0.105,8.4,walk
4128,1,0.5,0.105,8.4,walk
4131,1,0.5,0.105,8.4,walk
4134,1,0.5,0.105,8.4,walk
4137,1,0.5,0.105,8.4,walk
4140,1,0.5,0.105,8.4,walk
4143,1,0.5,0.105,8.4,walk
4146,1,0.5,0.105,8.4,walk
4148,1,0.5,0.105,8.4,walk
4149,1,0.5,0.105,8.4,walk
4152,1,0.5,0.105,8.4,walk
4155,1,0.5,0.105,8.4,walk
4158,1,0.5,0.105,8.4,walk
4161,1,0.5,0.105,8.4,walk
4164,1,0.5,0.105,8.4,walk
4167,1,0.5,0.105,8.4,walk
4170,1,0.5,0.105,8.4,walk
4173,1,0.5,0.105,8.4,walk
4176,1,0.5,0.105,8.4,walk
4179,1,0.5,0.105,8.4,walk
4182,1,0.5,0.105,8.4,walk
4185,1,0.5,0.105,8.4,walk
4188,1,0.5,0.105,8.4,walk
4191,1,0.5,0.105,8.4,walk
4194,1,0.5,0.105,8.4,walk
4197,1,0.5,0.105,8.4,walk
4200,1,0.5,0.105,8.4,walk
4203,1,0.5,0.105,8.4,walk
4206,1,0.5,0.105,8.4,walk
4209,1,0.5,0.105,8.4,walk
4212,1,0.5,0.105,8.4,walk
4214,1,0.5,0.105,8.4,walk
4215,1,0.5,0.105,8.4,walk
4216,1,0.5,0.105,8.4,walk
4218,1,0.5,0.105,8.4,walk
4221,1,0.5,0.105,8.4,walk
4224,1,0.5,0.105,8.4,walk
4227,1,0.5,0.105,8.4,walk
4230,1,0.5,0.105,8.4,walk
4233,1,0.5,0.105,8.4,walk
4236,1,0.5,0.105,8.4,walk
4239,1,0.5,0.105,8.4,walk
4242,1,0.5,0.105,8.4,walk
4245,1,0.5,0.105,8.4,walk
4246,1,0.5,0.105,8.4,walk
4248,1,0.5,0.105,8.4,walk
4251,1,0.5,0.105,8.4,walk
4254,1,0.5,0.105,8.4,walk
4257,1,0.5,0.105,8.4,walk
4260,1,0.5,0.105,8.4,walk
4263,1,0.5,0.105,8.4,walk
4266,1,0.5,0.105,8.4,walk
4269,1,0.5,0.105,8.4,walk
4272,1,0.5,0.105,8.4,walk
4275,1,0.5,0.105,8.4,walk
4278,1,0.5,0.105,8.4,walk
4281,1,0.5,0.105,8.4,walk
4284,1,0.5,0.105,8.4,walk
4287,1,0.5,0.105,8.4,walk
4290,1,0.5,0.105,8.4,walk
4293,1,0.5,0.105,8.4,walk
4296,1,0.5,0.105,8.4,walk
4297,1,0.5,0.105,8.4,walk
4298,1,0.5,0.105,8.4,walk
4299,1,1.366667,0.105,8.483333,walk
4302,1,3.966667,0.105,8.733333,walk
4305,1,5.7,0.105,8.9,walk
4308,1,5.7,0.105,8.9,walk
4311,1,5.7,0.105,8.9,walk
4314,1,5.7,0.105,8.9,walk
4317,1,5.7,0.105,8.9,walk
4320,1,5.7,0.105,8.9,walk
4323,1,5.7,0.105,8.9,walk
4326,1,2.58,0.105,8.6,walk
4329,1,0.5,0.105,8.4,walk
4332,1,0.5,0.105,8.4,walk
4335,1,0.5,0.105,8.4,walk
4337,1,0.5,0.105,8.4,walk
4338,1,0.5,0.105,8.4,walk
4339,1,0.5,0.105,8.4,walk
4340,1,0.5,0.105,8.4,walk
4341,1,0.5,0.105,8.4,walk
4344,1,0.5,0.105,8.4,walk
4365,1,5.7,0.105,8.9,walk
4374,1,0.5,0.105,8.4,walk
4377,1,0.5,0.105,8.4,walk
4380,1,0.5,0.105,8.4,walk
4383,1,1.2,0.105,5.4,walk
4386,1,1.2,0.105,5.4,walk
4389,1,1.2,0.105,5.4,walk
4392,1,2.3,0.105,5.4,walk
4395,1,2.3,0.105,5.4,walk
4398,1,2.3,0.105,5.4,walk
4401,1,2.3,0.105,5.4,walk
4404,1,2.3,0.105,5.4,walk
4422,1,2.3,0.105,5.4,walk
4425,1,2.3,0.105,5.4,walk
4428,1,2.3,0.105,5.4,walk
4431,1,2.3,0.105,5.4,walk
4434,1,2.3,0.105,5.4,walk
4437,1,2.3,0.105,5.4,walk
4440,1,2.3,0.105,5.4,walk
4443,1,2.3,0.105,5.4,walk
4446,1,2.3,0.105,5.4,walk
4449,1,2.3,0.105,5.4,walk
4452,1,2.3,0.105,5.4,walk
4455,1,2.3,0.105,5.4,walk
4458,1,2.3,0.105,5.4,walk
4461,1,2.3,0.105,5.4,walk
4464,1,2.3,0.105,5.4,walk
4467,1,2.3,0.105,5.4,walk
4470,1,2.3,0.105,5.4,walk
4473,1,2.3,0.105,5.4,walk
4476,1,2.3,0.105,5.4,walk
4479,1,2.3,0.105,5.4,walk
4482,1,2.3,0.105,5.4,walk
4485,1,2.3,0.105,5.4,walk
4488,1,2.3,0.105,5.4,walk
4491,1,2.3,0.105,5.4,walk
4494,1,2.3,0.105,5.4,walk
4497,1,2.3,0.105,5.4,walk
4500,1,2.3,0.105,5.4,walk
4503,1,2.3,0.105,5.4,walk
4506,1,2.3,0.105,5.4,walk
4509,1,2.3,0.105,5.4,walk
4512,1,2.3,0.105,5.4,walk
4515,1,2.3,0.105,5.4,walk
4518,1,2.3,0.105,5.4,walk
4521,1,2.3,0.105,5.4,walk
4524,1,2.3,0.105,5.4,walk
4527,1,2.3,0.105,5.4,walk
4530,1,2.3,0.105,5.4,walk
4533,1,2.3,0.105,5.4,walk
4536,1,2.3,0.105,5.4,walk
4539,1,2.3,0.105,5.4,walk
4542,1,2.3,0.105,5.4,walk
4545,1,2.3,0.105,5.4,walk
4548,1,2.3,0.105,5.4,walk
4551,1,2.3,0.105,5.4,walk
4554,1,2.3,0.105,5.4,walk
4557,1,2.3,0.105,5.4,walk
4560,1,2.3,0.105,5.4,walk
4563,1,2.3,0.105,5.4,walk
4566,1,2.3,0.105,5.4,walk
4569,1,2.3,0.105,5.4,walk
4572,1,2.3,0.105,5.4,walk
4575,1,2.3,0.105,5.4,walk
4578,1,2.3,0.105,5.4,walk
4581,1,2.3,0.105,5.4,walk
4584,1,2.3,0.105,5.4,walk
4587,1,2.3,0.105,5.4,walk
4590,1,2.3,0.105,5.4,walk
4593,1,2.3,0.105,5.4,walk
4596,1,2.3,0.105,5.4,walk
4599,1,2.3,0.105,5.4,walk
4602,1,2.3,0.105,5.4,walk
4605,1,2.3,0.105,5.4,walk
4608,1,2.3,0.105,5.4,walk
4611,1,2.3,0.105,5.4,walk
4614,1,2.3,0.105,5.4,walk
4617,1,2.3,0.105,5.4,walk
4620,1,2.3,0.105,5.4,walk
4623,1,2.3,0.105,5.4,walk
4626,1,2.3,0.105,5.4,walk
4629,1,2.3,0.105,5.4,walk
4632,1,2.3,0.105,5.4,walk
4635,1,2.3,0.105,5.4,walk
4638,1,2.3,0.105,5.4,walk
4641,1,2.3,0.105,5.4,walk
4644,1,2.3,0.105,5.4,walk
4647,1,2.3,0.105,5.4,walk
4650,1,2.3,0.105,5.4,walk
4653,1,2.3,0.105,5.4,walk
4656,1,2.3,0.105,5.4,walk
4659,1,2.3,0.105,5.4,walk
4662,1,2.3,0.105,5.4,walk
4665,1,2.3,0.105,5.4,walk
4668,1,2.3,0.105,5.4,walk
4671,1,2.3,0.105,5.4,walk
4674,1,2.3,0.105,5.4,walk
4677,1,2.3,0.105,5.4,walk
4680,1,2.3,0.105,5.4,walk
4683,1,2.3,0.105,5.4,walk
4686,1,2.3,0.105,5.4,walk
4689,1,2.3,0.105,5.4,walk
4692,1,2.3,0.105,5.4,walk
4695,1,2.3,0.105,5.4,walk
4698,1,2.3,0.105,5.4,walk
4701,1,2.3,0.105,5.4,walk
4704,1,2.3,0.105,5.4,walk
4707,1,2.3,0.105,5.4,walk
4710,1,2.3,0.105,5.4,walk
4713,1,2.3,0.105,5.4,walk
4716,1,2.3,0.105,5.4,walk
4719,1,2.3,0.105,5.4,walk
4722,1,2.3,0.105,5.4,walk
4725,1,2.3,0.105,5.4,walk
4728,1,2.3,0.105,5.4,walk
4731,1,2.3,0.105,5.4,walk
4734,1,2.3,0.105,5.4,walk
4737,1,2.3,0.105,5.4,walk
4740,1,2.3,0.105,5.4,walk
4743,1,2.3,0.105,5.4,walk
4746,1,2.3,0.105,5.4,walk
4749,1,2.3,0.105,5.4,walk
4752,1,2.3,0.105,5.4,walk
4755,1,2.3,0.105,5.4,walk
4758,1,2.3,0.105,5.4,walk
4761,1,2.3,0.105,5.4,walk
4764,1,2.3,0.105,5.4,walk
4767,1,2.3,0.105,5.4,walk
4770,1,2.3,0.105,5.4,walk
4773,1,2.3,0.105,5.4,walk
4776,1,2.3,0.105,5.4,walk
4779,1,2.3,0.105,5.4,walk
4782,1,2.3,0.105,5.4,walk
4785,1,2.3,0.105,5.4,walk
4788,1,2.3,0.105,5.4,walk
4791,1,2.3,0.105,5.4,walk
4794,1,2.3,0.105,5.4,walk
4797,1,2.3,0.105,5.4,walk
4800,1,2.3,0.105,5.4,walk
4803,1,2.3,0.105,5.4,walk
4806,1,2.3,0.105,5.4,walk
4809,1,2.3,0.105,5.4,walk
4812,1,2.3,0.105,5.4,walk
4815,1,2.3,0.105,5.4,walk
4818,1,2.3,0.105,5.4,walk
4821,1,2.3,0.105,5.4,walk
4824,1,2.3,0.105,5.4,walk
4827,1,2.3,0.105,5.4,walk
4830,1,2.3,0.105,5.4,walk
4833,1,2.3,0.105,5.4,walk
4836,1,2.3,0.105,5.4,walk
4839,1,2.3,0.105,5.4,walk
4842,1,2.3,0.105,5.4,walk
4845,1,2.3,0.105,5.4,walk
4848,1,2.3,0.105,5.4,walk
4851,1,2.3,0.105,5.4,walk
4854,1,2.3,0.105,5.4,walk
4857,1,2.3,0.105,5.4,walk
4860,1,2.3,0.105,5.4,walk
4863,1,2.3,0.105,5.4,walk
4866,1,2.3,0.105,5.4,walk
4869,1,2.3,0.105,5.4,walk
4872,1,2.3,0.105,5.4,walk
4875,1,2.3,0.105,5.4,walk
4878,1,2.3,0.105,5.4,walk
4881,1,2.3,0.105,5.4,walk
4884,1,2.3,0.105,5.4,walk
4887,1,2.3,0.105,5.4,walk
4890,1,2.3,0.105,5.4,walk
4893,1,2.3,0.105,5.4,walk
4896,1,2.3,0.105,5.4,walk
4899,1,2.3,0.105,5.4,walk
4902,1,2.3,0.105,5.4,walk
