4.55,4.06
4.79,2.84
5.09,1.01
1.83,3.89
2.71,2.25
0.91,2.25
4.66,8.94
4.27,6.26
1.22,8.61
2.44,10.04
2.15,7.11
1.83,5.77
5.74,5.27
5.74,6.88
